Protein.Group	Protein.Ids	Genes	proteomics_stem_cell_all	proteomics_stem_cell_sorted	proteomics_stem_cell_unsorted	proteomics_pooled	proteomics_human_islets
O14595	O14595	CTDSP2	617		617	3621.8	3146.9
O14617	O14617	AP3D1	34175.5	35852.3	33337.1	37216.3	41368.7
O14618	O14618	CCS	28016.9	30628.7	26711	27848.9	24804.6
O14639	O14639	ABLIM1	20434.6	18196.6	21553.7	66621.7	37317.5
O14640	O14640	DVL1	1776.2	1806.7	1757.9	3325.9	2278.1
O14641	O14641	DVL2	8277.4	7968.1	8432.1	7811.3	6093.6
O14646	O14646	CHD1	2856.9	2813.1	2880.7	1268.2	2454.8
O14647	O14647	CHD2	10710.3	10170.8	10980	9652.6	7940.7
O14653	O14653	GOSR2	15219	15133.6	15261.7	33272.5	24426.4
O14656	O14656	TOR1A	12360.6	13705.6	11688.1	12153.4	12748.1
O14657	O14657	TOR1B	14057.5	17506.8	12332.8	16341	12172.9
O14662	O14662	STX16	4936.9	5717.5	4546.5	9110.1	6810.3
O14672	O14672	ADAM10	32671.5	33845.1	32084.8	39055	38727.7
O14678	O14678	ABCD4	2103	1884.5	2202.3	8479.4	2199.4
O14681	O14681	EI24	11592	14078.3	10348.9	7676.5	16474
O14683	O14683	TP53I11	22307.7	22388.8	22267.1	24472.9	9499.1
O14686	O14686	KMT2D	1254.6	1233.1	1266.4	2563.9	1144.1
O14713	O14713	ITGB1BP1	1735.1	1674.7	1916.3	2400.7	2939
O14727	O14727	APAF1	4222.5	3328.4	4580.2	10032.5	2996.1
O14730	O14730	RIOK3	21986.7	15450.5	26655.4	9987.7	7742.5
O14732	O14732	IMPA2	15996.5	18395.5	14797	35895.8	30924
O14733	O14733	MAP2K7	3601.9	3327.3	3739.2	2620.9	3366.9
O14734	O14734	ACOT8	41928	44544.5	40619.7	31506.5	11867.1
O14735	O14735	CDIPT	38569	42341	36683	38854.6	57474.4
O14737	O14737	PDCD5	14208	9345.3	16639.4	45232.4	13639.8
O14744	O14744	PRMT5	95364.2	91104.5	97494	39507	59716.2
O14745	O14745	SLC9A3R1	53943.3	55973.5	52928.2	62485	49103.9
O14772	O14772	FPGT	2305.2	2554.8	2166.5	4533.4	4231.8
O14773	O14773	TPP1	134969.5	135553.5	134677.4	240260.7	281661.8
O14776	O14776	TCERG1	34684.2	32683.3	35684.7	31290.7	23349
O14782	O14782	KIF3C	434.2	434.2			368.8
O14786	O14786	NRP1	4553.3	3615.7	5064.7	4847.6	12094.5
O14787	O14787	TNPO2	4002.2	3746.5	4108.8		4099.6
O14795	O14795	UNC13B	12714.4	15047.4	11547.8	6084.4	4211.4
O14802	O14802	POLR3A	14582.6	14038.6	14854.6	15567.6	13703.7
O14810	O14810	CPLX1	1032.6	1375.3	947	2741.6	1597.6
O14818	O14818	PSMA7	183810.9	171682.8	189874.9	155003.3	178364.6
O14827	O14827	RASGRF2	86.5	65	108.1		249.4
O14828	O14828	SCAMP3	22903.1	22630.9	23039.2	51134.3	37210.1
O14832	O14832	PHYH	7037.9	5825.3	7644.1		6513
O14841	O14841	OPLAH	9179.7	7985.3	9777	14139.3	10526.8
O14867	O14867	BACH1	260.7	204.9	273.1		365.5
O14874	O14874	BCKDK	12828.8	11261.9	13612.2	17549.3	18828.6
O14879	O14879	IFIT3	2843.9		2843.9	6729.3	6251.5
O14880	O14880	MGST3	90490.8	88786.8	91342.8	47062	108569.5
O14893	O14893	GEMIN2	5253.6	4578.7	5591.1	12239.7	4715.9
O14896	O14896	IRF6	4116.8	4653.6	3848.3	11963.9	6642.1
O14907	O14907	TAX1BP3	7143.5	4725.8	8352.3	10925.5	7471.1
O14908	O14908	GIPC1	10215.8	10333.8	10156.8	10041.1	11301.9
O14910	O14910	LIN7A	6733.8	7946.5	6127.4	1573.3	1505.8
O14917	O14917	PCDH17	1384.9	1467.6	1322.9	7285.2	2173.2
O14920	O14920	IKBKB	5530.5	5253.6	5668.9	5789.2	7026.7
O14925	O14925	TIMM23	14169.4	11672.4	15417.9	30226.5	11368.7
O14929	O14929	HAT1	18528.7	14939.4	20323.4	9865.3	10886.7
O14933	O14933	UBE2L6	7701.4	7284.1	7875.3	7426.5	8869.2
O14936	O14936	CASK	40585.4	39623.2	41066.5	30182.3	28778.8
O14939	O14939	PLD2	226.8	74.2	303	1555.5	281.6
O14949	O14949	UQCRQ	38301.8	31235.1	41835.2	41405.9	43133.4
O14950	O14950	MYL12B	87354.9	75036.5	93514.1	57135.3	148295
O14957	O14957	UQCR11	764	287	823.6	1652.7	595.6
O14964	O14964	HGS	37598.8	39708	36544.1	45232.1	41641.8
O14966	O14966	RAB29	6777.3	7068	6631.9	5901.7	10020.8
O14967	O14967	CLGN	13259.3	13759	13009.4	10192.3	11762.5
O14972	O14972	VPS26C	5706.1	5090.6	6013.9	31783.2	9020.6
O14974	O14974	PPP1R12A	21018.7	20204.8	21425.7	40613.3	31515.3
O14975	O14975	SLC27A2	8593	10510.7	7634.1	10558.7	6441.7
O14976	O14976	GAK	19856.8	20968.1	19301.2	30281	22640.5
O14979	O14979	HNRNPDL	98012.3	91269.3	101383.9	114000.2	83341.2
O14980	O14980	XPO1	43120	41475.2	43942.4	30039.1	39714.5
O14981	O14981	BTAF1	5641.3	5663.9	5630	6855.8	5186.7
O14983	O14983	ATP2A1	1442.3	1380.1	1473.4		1649.8
O15014	O15014	ZNF609	1927.4	1819.4	1981.3	1782.9	1572.9
O15018	O15018	PDZD2	4621.4	4621.4		12222.7	10302.9
O15020	O15020	SPTBN2	13751.4	15285.2	12984.5	25789.8	14380.5
O15021	O15021	MAST4	7286.5	8259	6844.5	12920.6	11258.9
O15027	O15027	SEC16A	29657.6	31590.5	28691.2	49697.9	34156.6
O15031	O15031	PLXNB2	15841.1	16406.1	15558.7	21387.6	16854.8
O15034	O15034	RIMBP2	7965.6	11031.3	6432.7	19494.6	5046.2
O15037	O15037	KHNYN	4089.1	4471.2	3898.1		2926.5
O15040	O15040	TECPR2	5763	6047.8	5620.6	12760.8	5044.3
O15041	O15041	SEMA3E	907.6	1226.7	827.8	3394.9	1462.3
O15042	O15042	U2SURP	37089.4	33446.3	38911	34919.6	27825.5
O15047	O15047	SETD1A	5138.1	4597	5408.7	8216.1	3985.8
O15056	O15056	SYNJ2	10201.3	12290.5	9156.7	10186.4	8018.6
O15061	O15061	SYNM	3500.9		3500.9	5042.4	4799
O15066	O15066	KIF3B	17467	20346.7	16027.2	33195.5	18219.4
O15067	O15067	PFAS	38627	33419.7	41230.6	21240.7	22887.7
O15068	O15068	MCF2L	6760.2	7607.4	6336.6	10133.2	8332.8
O15069	O15069	NACAD	7109.6	10344.6	5492	2235.8	2164.4
O15075	O15075	DCLK1	28790	31295.8	27537.1	2236.3	2034.2
O15078	O15078	CEP290	4261.3	6572.1	3491.1	5484.1	5982.1
O15079	O15079	SNPH	542.3	555.1	536.5	2227.9	730.9
O15084	O15084	ANKRD28	3319.6	2746.1	3606.4	4412.9	3522.8
O15085	O15085	ARHGEF11	7380.6	7702.7	7219.6	8684.8	6461.1
O15091	O15091	PRORP	5153	4898.6	5280.2	5841.3	6819
O15111	O15111	CHUK	6894.6	7707.7	6488.1	9240.8	9492
O15116	O15116	LSM1.00	13336.4	13164.8	13422.3	8770	10249.9
O15118	O15118	NPC1	6637.1	5823.9	7043.7	5034.4	11379.9
O15120	O15120	AGPAT2	5428	5337.5	5473.3	31250.3	11021.8
O15121	O15121	DEGS1	2918.9	2698.6	3029	6080.9	3242.5
O15126	O15126	SCAMP1	19818.9	22798.6	18329	45353.1	34536.4
O15127	O15127	SCAMP2	30816.5	28283.3	32083.2	100339.6	60717.8
O15131	O15131	KPNA5	5097.4	5074.5	5108.8	6172.9	5881.7
O15143	O15143	ARPC1B	66623.2	73627.3	63121.2	61740.8	62959
O15144	O15144	ARPC2	82734.8	91768.8	78217.8	49843.6	88316.9
O15145	O15145	ARPC3	153703.4	166758.2	147176.1	123997.8	156913.7
O15155	O15155	BET1	10843.1	9282.2	11623.6	12570.8	10752
O15156	O15156	ZBTB7B	1533.9	1533.9			2376.9
O15160	O15160	POLR1C	30566.1	29292.9	31202.7	21568.6	27432.5
O15162	O15162	PLSCR1	8472	8511.1	8452.4	2277.1	8857.3
O15164	O15164	TRIM24	8975.2	8214.6	9355.6	8989.5	4273.5
O15173	O15173	PGRMC2	112149	109565	113441	260462	154703.3
O15211	O15211	RGL2	5851	6257.7	5647.7	9193.4	4768
O15212	O15212	PFDN6	3582.5	3000.5	3873.5	9073.5	3739.7
O15213	O15213	WDR46	6953.2	6378.7	7240.5	5821.9	6597
O15217	O15217	GSTA4	12252.8	13105.4	11826.5	7069.2	4548.9
O15226	O15226	NKRF	6598.5	7357.2	6184.6	6373.5	5552.2
O15228	O15228	GNPAT	14786.2	14565.4	14896.7	2753.5	5462.8
O15230	O15230	LAMA5	10304	5703.3	12604.4	33886.1	13863.9
O15231	O15231	ZNF185	6038.6	5560.3	6277.8	19144.6	8468.7
O15234	O15234	CASC3	2520.2	2488.9	2533.3	4918.7	2565.6
O15235	O15235	MRPS12	7482.2	6069.9	8188.3	9677.2	8941.9
O15239	O15239	NDUFA1	5908.4	5202.6	6261.3	3846.6	5681.8
O15240	O15240	VGF	12617.1	14868	11491.6	187179.7	239365.6
O15247	O15247	CLIC2				9455.1	10088.7
O15254	O15254	ACOX3	9895.8	9355.9	10165.8	20755	11417
O15258	O15258	RER1	40434.5	41744.8	39779.4	24267	54365.9
O15260	O15260	SURF4	105232.1	117711	98992.6	56681.7	211653
O15264	O15264	MAPK13	57614	69368.9	51736.6	78678.4	78484.5
O15269	O15269	SPTLC1	17553.1	16073.7	18292.8	13111.5	19277.9
O15270	O15270	SPTLC2	5002.4	4911.5	5047.8	2843.9	3577.1
O15294	O15294	OGT	18086.1	17872	18193.2	17759.2	17889.1
O15305	O15305	PMM2	25802.8	27474	24967.2	30071.7	43930.6
O15321	O15321	TM9SF1	9104.9	9628.9	8842.9	5626.3	14945.2
O15327	O15327	INPP4B	1260.4	993.9	1393.6	3449.4	2354.8
O15344	O15344	MID1	4812	3827.9	4921.4	5132.9	5779
O15347	O15347	HMGB3	80685.7	76523.8	82766.7	30829.9	27894.3
O15355	O15355	PPM1G	46665.4	47173.1	46411.6	27996.5	27170
O15357	O15357	INPPL1	16841.9	17881.1	16322.3	12650.8	6858.4
O15371	O15371	EIF3D	53985.3	52708.4	54623.8	64740.2	60401
O15372	O15372	EIF3H	64137.8	66220.7	63096.3	72939.5	80822.6
O15379	O15379	HDAC3	6121.3	6024.3	6169.8	6338.5	6700.6
O15381	O15381	NVL	1846.8	1567.8	1986.3	2875.6	1320.4
O15382	O15382	BCAT2	55005.1	59589.4	52713	92130.7	48497.2
O15391	O15391	YY2	1705.7	1693.5	1711		1225.1
O15392	O15392	BIRC5	355.2		355.2	2486.9	503.6
O15397	O15397	IPO8	9716.7	9438.7	9855.7	10807.2	8145.7
O15400	O15400	STX7	23744.2	21981.7	24625.5	42339.4	24003.3
O15405	O15405	TOX3	2886.9	3146.8	2792.3		2238.5
O15438	O15438	ABCC3	5561.3	5408.4	5637.7	5800.6	4705.9
O15439	O15439	ABCC4	3492.7	3763	3357.5	13868.8	5053.2
O15440	O15440	ABCC5	13898.2	12526.5	14721.2	40669.8	18916.8
O15446	O15446	POLR1G	3665.2	3574.5	3710.6	4824.8	4238.5
O15455	O15455	TLR3	27037.4	31958.3	23756.8	40462.4	29342.1
O15460	O15460	P4HA2	9247	8067.6	9836.7	5644.8	7823.4
O15484	O15484	CAPN5	6432		6432	2999.6	4368.5
O15488	O15488	GYG2	1758.4	1855	1710.1	821.7	962.5
O15498	O15498	YKT6	36077	38543	34843.9	43442.4	28667.4
O15504	O15504	NUP42	2891.1	2899.5	2886.9	9724.8	3316.9
O15511	O15511	ARPC5	103609.2	107738.6	101544.5	130791.7	112382.8
O15516	O15516	CLOCK				845.7	1539
O15523	O15523	DDX3Y	19956.3	20785.5	19541.7	10910.4	15664.8
O15525	O15525	MAFG	807.8	931.3	783.1	1011.1	1180.7
O15530	O15530	PDPK1	6264.8	6978.2	5908.1	5239.7	5771.2
O15533	O15533	TAPBP	6810.4	4932.1	7749.6	24883.7	37050.3
O15534	O15534	PER1	1144.3	1167.7	1120.9		5424
O15541	O15541	RNF113A	6755.2	6614.2	6825.8	8380.2	4829.1
O15550	O15550	KDM6A	4376.7	4328.2	4400.9	8893.6	3537.6
O15551	O15551	CLDN3	7350.2	8545.9	6752.4	18872.7	9536.3
O43143	O43143	DHX15	95013	94012.5	95513.3	66413.7	78220.3
O43147	O43147	SGSM2	4982.2	6279.7	4333.5	8895.8	6644.9
O43148	O43148	RNMT	27556.4	27987.3	27340.9	19896.9	14528.3
O43149	O43149	ZZEF1	31104.6	33518.1	29897.8	41041.3	34820.6
O43150	O43150	ASAP2	698.2	533.5	773	1611.4	523.4
O43156	O43156	TTI1	5794.3	5371.4	6025	7734.5	5265.3
O43157	O43157	PLXNB1	4308.6	3881	4522.4		2906.8
O43159	O43159	RRP8	6283.8	6165.8	6342.8	7144.4	4144.4
O43164	O43164	PJA2	2164	2549.9	1971	3545.5	2961.1
O43166	O43166	SIPA1L1	11539.3	13541.9	10538	25224.4	16379.8
O43169	O43169	CYB5B	25890.2	22474.2	27598.2	6678.5	15766.3
O43172	O43172	PRPF4	17513.9	16304.3	18118.6	18102.6	14464.7
O43173	O43173	ST8SIA3	5688.1	6486.8	5288.7	5442.3	7369.1
O43175	O43175	PHGDH	244541.3	163201.3	285211.3	155222	81369.9
O43181	O43181	NDUFS4	11311.7	10406.2	11764.5	21007	14159.3
O43189	O43189	PHF1	3913.8	4079.2	3844.8	8289.9	6010.2
O43194	O43194	GPR39	984.5	1208.7	835.1	1458.2	1056.1
O43236	O43236	SEPTIN4	7956.3	12407.7	6742.2	4979	10987
O43237	O43237	DYNC1LI2	37123.5	39822.9	35773.8	57197.2	37983.5
O43242	O43242	PSMD3	79107.8	76812.6	80255.4	70860.7	73543.6
O43246	O43246	SLC7A4	821.3	1018.8	736.7	1974.2	909.9
O43251	O43251	RBFOX2	20060.4	19845.3	20168	20244.8	13001.4
O43252	O43252	PAPSS1	36977.3	34727.2	38102.3	25112.6	26703.3
O43257	O43257	ZNHIT1	1066.6	959.7	1120.1	923.4	1045.4
O43264	O43264	ZW10	9318.4	8879	9538	22812	10249.6
O43272	O43272	PRODH	332.1	350.8	294.7	740.1	261.8
O43278	O43278	SPINT1	9065.2	10160.9	8517.4	4301.7	12124.4
O43286	O43286	B4GALT5	5416.8	6227	5011.8	6178.7	10782.3
O43290	O43290	SART1	22597.3	20855.4	23468.3	27945.8	19364.5
O43291	O43291	SPINT2	7963.9	9477.5	7207	48905.3	12482.6
O43292	O43292	GPAA1	16559.2	18126	15775.8	10413.1	13004.9
O43293	O43293	DAPK3	5090.4	3708.7	5718.4	8189.5	6551.9
O43294	O43294	TGFB1I1	1532.8		1532.8	3291.2	4501
O43298	O43298	ZBTB43				5674.9	9938.7
O43299	O43299	AP5Z1	3311.2	3287	3323.3	13924.5	2151.5
O43301	O43301	HSPA12A	6382.1	7009.5	6068.3	9850.8	9480.4
O43303	O43303	CCP110	1391.4	1490	1317.5	983.5	1442.7
O43306	O43306	ADCY6	9804.3	5589.1	11912	3798.9	5965.1
O43312	O43312	MTSS1	7876.7	9377.4	7126.4	24198.6	9424
O43314	O43314	PPIP5K2	12047.6	12330.6	11906.2	14982.2	8886.5
O43318	O43318	MAP3K7	3164.6	3306.7	3093.6	5690.7	3352.8
O43324	O43324	EEF1E1	34660.8	34733.6	34624.4	32704.3	32047.4
O43325	O43325	LYRM1	1713	1304.6	1835.6	6559.2	3061
O43347	O43347	MSI1	4070.7	4796.8	3674.6	32106.5	2567.1
O43353	O43353	RIPK2	4471.8	4387.4	4517.8	6563	5621.5
O43374	O43374	RASA4	12857.6	16660.5	10956.2	19425	13803.1
O43390	O43390	HNRNPR	262976.8	244301.3	272314.5	183520.3	223021.6
O43395	O43395	PRPF3	26688.7	26445.7	26810.1	29563.5	24465.5
O43396	O43396	TXNL1	84637.6	79156.4	87378.2	64748.2	100967.3
O43399	O43399	TPD52L2	56581.9	52869.7	58438	110614.6	86284.3
O43402	O43402	EMC8	28845	30543.5	27995.7	38927.2	29240.1
O43414	O43414	ERI3	23571.3	22659.2	24027.4	3011.5	26313.7
O43422	O43422	THAP12	539.5	398.5	567.7	1049.8	515.5
O43426	O43426	SYNJ1	13086.9	15916.8	11672	18662.6	11959.9
O43427	O43427	FIBP	6520.4	6483.8	6538.7	5523.9	6193.9
O43432	O43432	EIF4G3	21015.8	21156.3	20945.6	21761.1	19024.8
O43447	O43447	PPIH	21108.3	19962	21681.5	15094.2	16036
O43464	O43464	HTRA2	13605	14038.4	13388.2	20015.2	17072.7
O43488	O43488	AKR7A2	94431.7	103236.1	90029.4	83989.9	133729.7
O43490	O43490	PROM1	4916.9	3982.6	5384.1	4778.1	3156.4
O43491	O43491	EPB41L2	18600.3	11898.7	21951.1	40501.2	28450.6
O43493	O43493	TGOLN2	7581.7	9248.4	6748.3	26638.3	19277.7
O43504	O43504	LAMTOR5	3733	3168.8	3968.1	5863.1	3785
O43505	O43505	B4GAT1	31989.1	40949.5	27508.9	18109.1	31117.3
O43516	O43516	WIPF1	1094	578.6	1197.1	1231.3	1955
O43520	O43520	ATP8B1	2565.6	3900.7	2120.6	12606.1	2874.1
O43524	O43524	FOXO3	590	572.2	598.9	1206.7	518.4
O43529	O43529	CHST10	2276.4	2520.9	2113.4	2572.1	2404.1
O43556	O43556	SGCE	3283.3	4335.7	2967.6		3736.8
O43566	O43566	RGS14	2110.4	2390	1970.6		2125.5
O43567	O43567	RNF13	2536	3426.9	2281.5		2799.8
O43570	O43570	CA12				22892.3	6719.8
O43572	O43572	AKAP10	4638.5	5409.8	4252.8	4268.1	4427.9
O43581	O43581	SYT7	19480.3	24478.6	16981.2	38787.6	40153.9
O43583	O43583	DENR	35154.2	33437	36012.7	66459.7	33556
O43592	O43592	XPOT	17746.9	17015.6	18112.5	11063.2	20318.9
O43598	O43598	DNPH1	23716.6	22622.7	24263.6	62486.5	27641.7
O43602	O43602	DCX	65003	70462.9	62273	5480	2603.2
O43615	O43615	TIMM44	27584.2	27603.7	27574.4	29594.1	24460.4
O43617	O43617	TRAPPC3	42334.4	39932.4	43535.4	38323.3	48256.5
O43633	O43633	CHMP2A	28073.1	25242	29488.7	35534.5	42777.6
O43639	O43639	NCK2	20114.2	19189.7	20576.4	19190.3	12413.7
O43660	O43660	PLRG1	25032.5	23707.8	25694.9	16081.8	17096.7
O43665	O43665	RGS10	586.2	586.2			1453.7
O43670	O43670	ZNF207	37551.3	36125.8	38264	43820.8	32114.8
O43674	O43674	NDUFB5	30750.4	28373	31939.2	26977.8	44251.1
O43676	O43676	NDUFB3	27082	27331.7	26957.2	53434.9	39209.3
O43678	O43678	NDUFA2	18997.2	14896.3	21047.6	38314	25759.7
O43681	O43681	GET3	93133.1	97090.5	91154.4	124183.4	111210.2
O43684	O43684	BUB3	99894.1	97229.1	101226.6	53158.5	75275.9
O43687	O43687	AKAP7	396.6		396.6		1705.2
O43707	O43707	ACTN4	134040.2	135088.8	133515.8	219305.7	216815.2
O43708	O43708	GSTZ1	13356.8	13504.8	13282.8	29669.5	21103.1
O43709	O43709	BUD23	3487.6	3288.7	3587	11097.3	4907.3
O43716	O43716	GATC	3331.5	2820	3544.6	15313.8	3182.3
O43719	O43719	HTATSF1	67717.3	68560.5	67295.8	51056.4	34926.8
O43734	O43734	TRAF3IP2	1671	1312.6	1850.2	5921.8	3077.2
O43739	O43739	CYTH3	748.8	748.8			1481.8
O43741	O43741	PRKAB2	558	350	627.3		654.4
O43747	O43747	AP1G1	56494.5	63770.6	52856.5	38744.1	74697.1
O43752	O43752	STX6	7623.1	8934.3	6967.6	19345.3	13471.3
O43759	O43759	SYNGR1	13123.2	14337.5	12516.1	12266.3	18807.6
O43760	O43760	SYNGR2	43033	43092.3	43003.3	42042.5	104854.4
O43761	O43761	SYNGR3	12576.5	16720.9	10504.2	20749.1	17341.6
O43765	O43765	SGTA	21022.5	17438.3	22814.6	24218.3	13977.7
O43766	O43766	LIAS	2857.7	3788.9	2340.3	6624.7	2609.9
O43768	O43768	ENSA	1879.5	1747.4	1962.1	5562.7	1351.1
O43772	O43772	SLC25A20	30669.1	28907.6	31549.9	38405.8	38248.2
O43776	O43776	NARS1	132614.5	137485.7	130178.9	127632.8	106696.2
O43795	O43795	MYO1B	38293.7	38256.7	38312.2	58300.6	81580.3
O43809	O43809	NUDT21	101869.8	98408.5	103600.4	55387.1	67735.8
O43813	O43813	LANCL1	73303	73994.2	72957.4	33995.2	53230.5
O43815	O43815	STRN	6863	5746.1	7421.4	9419.4	5558.5
O43818	O43818	RRP9	19792.2	18291.1	20542.7	16466.4	15162.9
O43819	O43819	SCO2	11201.2	11202	11200.8	10486.5	9867.5
O43822	O43822	CFAP410	3345.1	3396.6	3323.7	7357.8	5826.4
O43823	O43823	AKAP8	12548.8	12851	12397.6	11288.7	9013
O43824	O43824	GTPBP6	10443.4	10040.9	10644.6	8440.7	10302.9
O43826	O43826	SLC37A4	40757.5	46186.1	38043.3	64762.2	90064.6
O43837	O43837	IDH3B	73993.5	71116.1	75432.2	90585.7	111904.6
O43847	O43847	NRDC	22940.4	25670.6	21575.3	12760.8	22544.3
O43852	O43852	CALU	28614.7	18590.1	33627	32967.3	20751.2
O43854	O43854	EDIL3	11699.9	15391.4	9854.2	29152.7	33669.4
O43861	O43861	ATP9B	5968.8	6001.8	5955	5493.9	7443.4
O43865	O43865	AHCYL1	55841.7	60549.3	53487.8	123837.9	77200.4
O43903	O43903	GAS2	1561	444.3	1662.5	13834.6	9490.9
O43909	O43909	EXTL3	2223.3	1941.3	2364.3	3859.7	3266.9
O43913	O43913	ORC5	967.6	1240.4	876.6		1227
O43920	O43920	NDUFS5	43609.9	39813.2	45508.2	63422.2	61290.5
O43924	O43924	PDE6D	7108.3	7867.6	6728.7	5020	5723.9
O43929	O43929	ORC4	1847.7	1999.7	1760.8	1739.4	1401.1
O43933	O43933	PEX1	8845.3	9342.9	8596.5	12680.6	7795.7
O60216	O60216	RAD21	13152.5	12536.1	13460.7	14490.4	12910.9
O60218	O60218	AKR1B10				9202.9	34263.2
O60220	O60220	TIMM8A	1822.9		1822.9	3036.7	2211.6
O60231	O60231	DHX16	13999.8	13769	14115.2	20558.1	11851
O60232	O60232	ZNRD2	11859.1	11897.7	11839.8	13159.1	15647.8
O60234	O60234	GMFG					6640.5
O60237	O60237	PPP1R12B	3333.4	2940.9	3476	6213.3	2846.2
O60238	O60238	BNIP3L	3179.1	2480.1	3528.5	2148.9	2532.2
O60243	O60243	HS6ST1	5593.7	5208.7	5803.7	13787.1	8742.8
O60244	O60244	MED14	4516.5	3966.3	4791.7	3211.2	3605.2
O60256	O60256	PRPSAP2	74149.8	73642.1	74403.6	72405.5	79954.3
O60262	O60262	GNG7	9233.3	5963.3	9887.3	16394.2	13880.2
O60264	O60264	SMARCA5	48925.3	44813.7	50981	39315.6	34316.2
O60268	O60268	KIAA0513	5093.5	6192.6	4543.9	3854.3	3761.1
O60271	O60271	SPAG9	16733.8	18135.6	16033	31518.3	22115.5
O60282	O60282	KIF5C	48577.5	61644.6	42043.9	33747.6	27703.8
O60284	O60284	ST18	987.5	987.5		870	1127.8
O60287	O60287	URB1	1447.9	1138	1551.3		1951.1
O60291	O60291	MGRN1	1553.9	1576.8	1540.1	1805.1	1838.5
O60292	O60292	SIPA1L3	11726.2	14098.8	10539.9	28066.3	16350.1
O60293	O60293	ZFC3H1	1074.4	743.7	1263.4		321.7
O60294	O60294	LCMT2	2886.9	2934.2	2863.3	3300.9	2273.6
O60299	O60299	LZTS3	2329.1	3469.9	1758.7	1344	1969.5
O60303	O60303	KATNIP	17837	26462.1	13916.4	107544	21592.5
O60306	O60306	AQR	16364.2	14989.4	17051.7	19576.2	15290.9
O60307	O60307	MAST3	2028.6	2374.1	1769.4	3719	2532.9
O60313	O60313	OPA1	25552.6	25733.8	25461.9	53354.2	39705
O60318	O60318	MCM3AP	5626.4	5919.3	5480	7826.3	5447
O60331	O60331	PIP5K1C	13108.3	13658	12833.4	16663.7	11577.1
O60333	O60333	KIF1B	939.6	940.1	939.3	1332.1	687
O60341	O60341	KDM1A	24723.9	23280.5	25445.6	15865.2	14348
O60343	O60343	TBC1D4	9312.8	9456.2	9241.2	12783.9	9751.4
O60347	O60347	TBC1D12	1339.6		1339.6		4103.8
O60353	O60353	FZD6	290.2	384.4	196	2403.6	589.5
O60391	O60391	GRIN3B	2696.4	3303.3	2349.7		3120.3
O60427	O60427	FADS1	4591.2	4443	4665.3	3509.4	2560.8
O60437	O60437	PPL	15842.3	17239.3	15143.8	36291	28147.7
O60443	O60443	GSDME	9122.6	7149.6	10109.1		4329.5
O60447	O60447	EVI5	176762.8	199279.8	165504.3	90811.7	162433.8
O60449	O60449	LY75	2946.8	3091	2802.6	10071	3752.1
O60476	O60476	MAN1A2	9725.3	9788.6	9693.7	25509.6	12974.8
O60486	O60486	PLXNC1	7314.2	9221.5	6360.5	5949	4448.1
O60488	O60488	ACSL4	10039.6	11257.1	9430.9	5536.9	9535.2
O60493	O60493	SNX3	43205.3	41066.2	44274.9	43962.6	53101.8
O60499	O60499	STX10	3621.4	3746.3	3553.3	5197.6	4825.5
O60502	O60502	OGA	12529.1	8394.2	14596.5	16529.3	11443.7
O60503	O60503	ADCY9	110.1	131.5	92.3	194.3	137.2
O60504	O60504	SORBS3	5076.2	3141.3	6131.5	13787.5	17939.6
O60506	O60506	SYNCRIP	101792.9	97506.7	103936	86854.8	108460.1
O60507	O60507	TPST1	2371.1	2464.8	2324.2	3387.5	3183.3
O60508	O60508	CDC40	6415.5	6369.2	6438.6	6437.3	6119.5
O60512	O60512	B4GALT3	5210.2	6002.5	4814.1	9662	7119.7
O60513	O60513	B4GALT4	9845.6	10996.8	9270	9937.6	8507.1
O60518	O60518	RANBP6	14059.3	15769.4	13204.3	29888.2	23895
O60524	O60524	NEMF	10058.3	10289.3	9942.8	14238.5	12513.3
O60547	O60547	GMDS	26403.3	24600.9	27304.6	23319.1	31094.4
O60551	O60551	NMT2	4170.8	3531	4490.7	3771.1	3068
O60563	O60563	CCNT1	2706.6	2648.8	2735.5	4879.7	3434.6
O60568	O60568	PLOD3	33790.1	34485.2	33442.5	29508.6	33756.9
O60573	O60573	EIF4E2	5116.6	4812.4	5268.7	4102.6	4947
O60583	O60583	CCNT2	2621.8	2787.4	2539	3489.2	1503.9
O60610	O60610	DIAPH1	19696.4	18918.2	20085.5	30823.6	30358.6
O60613	O60613	SELENOF	22600.1	21240.7	23279.8	23711.6	26128.5
O60637	O60637	TSPAN3	30939.7	32859.7	30139.7		38123.7
O60641	O60641	SNAP91	17172.2	19299.8	16108.4	16083.6	16459.5
O60645	O60645	EXOC3	17134	17448.9	16976.5	27271.9	19876.6
O60658	O60658	PDE8A	423	449.5	404.1	1116.3	1165.4
O60664	O60664	PLIN3	41808.8	39379.1	43023.6	55879	42606
O60669	O60669	SLC16A7	2454.4	2510	2434.2	8815.7	3108.6
O60675	O60675	MAFK	2663.5	2648.4	2724	5338.5	4931
O60678	O60678	PRMT3	664	413.9	789.1	1388.9	853.4
O60683	O60683	PEX10	2527.8	2199.1	2692.1	4166.9	2867.7
O60684	O60684	KPNA6	20152.7	21350.6	19553.7	23295.5	19333.3
O60701	O60701	UGDH	512310.2	326863.8	605033.3	129282	274845.3
O60704	O60704	TPST2	5000.9	6820.4	4091.1	13663.8	4333.2
O60716	O60716	CTNND1	42473.7	36310.7	45555.2	90335.6	50096.4
O60725	O60725	ICMT	8036	9256.2	7425.9	10562.6	8749
