Protein.Ids	Genes	sorted.avg	sorted.CV	sorted.%	unsorted.avg	unsorted.CV	unsorted.%	stem.mean	stem.CV	stem.%	ND.mean	ND.CV	ND.%	T2D.mean	T2D.CV	T2D.%	human.mean	human.CV	human.%
Q9UGQ2	CACFD1	30383.06	23	100	26382.98	21	100	27938.57	22	100	25132.82	18	100	20542.85	19.36036121	93.33333333	24646.01	19.07623352	99.2481203
Q9UGQ3	SLC2A6	615.10	40	86	462.33	58	36	554.00	46	56	759.80	38	72	889.38	41.79974721	86.66666667	776.99	39.14237937	73.68421053
Q9UGR2	ZC3H7B	7718.36	13	100	7096.14	20	100	7338.12	17	100	5740.22	15	100	6044.62	10.35479096	100	5774.55	14.30776402	100
Q9UGT4	SUSD2			0			0			0	3573.99	44	50	4644.22	49.16328661	53.33333333	3701.78	45.36335306	50.37593985
Q9UGU0	TCF20	1945.94	23	100	2336.93	17	100	2184.88	20	100	1718.39	22	98	1978.64	20.81519291	100	1748.19	22.64665099	98.4962406
Q9UGU5	HMGXB4	309.42	64	100	433.06	49	100	384.98	55	100	374.90	49	92	392.62	35.69704398	100	377.06	47.38350471	92.48120301
Q9UGV2	NDRG3	11000.91	11	100	9484.13	25	100	10073.98	21	100	8439.88	16	100	8834.81	13.94511243	100	8484.42	16.14135654	100
Q9UH03	SEPTIN3	15273.49	22	100	14251.24	30	100	14648.78	26	100	24335.37	23	100	19069.87	34.49633538	100	23741.52	24.90274946	100
Q9UH62	ARMCX3	32677.06	11	100	28702.65	16	100	30248.25	15	100	25881.54	11	100	22484.10	18.4785965	100	25498.37	12.86254253	100
Q9UH65	SWAP70	11557.19	16	100	12642.26	16	100	12220.29	16	100	14113.04	16	100	15786.70	15.33246668	100	14301.80	15.88947246	100
Q9UH73	EBF1	1288.33	26	100	1023.51	67	73	1147.09	48	83	557.87	50	75	747.38	60.37111915	53.33333333	573.50	52.21049981	72.93233083
Q9UH77	KLHL3	1961.04	109	71	924.99	91	64	1356.68	113	67	819.65	112	46	557.60	123.1051571	46.66666667	789.58	112.9367599	45.86466165
Q9UH92	MLX	1805.99	41	100	1410.76	29	100	1564.46	37	100	3204.01	23	100	2921.34	21.53287233	100	3172.13	22.53677411	100
Q9UH99	SUN2	8717.31	14	100	12667.87	16	100	11131.54	24	100	19907.78	17	100	22814.70	14.0669627	100	20235.63	17.14620111	100
Q9UHA3	RSL24D1	3454.05	28	100	3817.60	17	100	3676.22	21	100	4427.03	22	100	5025.96	22.72300262	100	4494.58	22.443605	100
Q9UHA4	LAMTOR3	29979.96	30	100	36732.85	23	100	34106.73	26	100	31141.82	27	100	30800.04	25.81202269	100	31103.28	27.1533415	100
Q9UHB6	LIMA1	30122.53	18	100	28892.19	26	100	29370.66	23	100	42489.77	19	100	49892.60	17.82255176	100	43324.67	19.65356293	100
Q9UHB7	AFF4	2700.32	17	100	2516.19	23	100	2587.79	20	100	2363.63	25	100	2171.14	23.39305962	100	2341.92	24.79000191	100
Q9UHB9	SRP68	37725.25	11	100	34550.32	9	100	35785.01	11	100	52077.29	10	100	52631.12	14.72211303	100	52139.75	10.77562862	100
Q9UHD1	CHORDC1	43394.28	14	100	35397.34	21	100	38507.26	20	100	24017.35	13	100	21683.03	22.43044471	100	23754.08	14.31197711	100
Q9UHD2	TBK1	8533.39	16	100	7590.54	11	100	7957.21	14	100	12678.10	9	100	11786.68	16.32495002	100	12577.56	10.05239098	100
Q9UHD8	SEPTIN9	104823.94	12	100	102870.02	4	100	103629.88	8	100	46393.39	25	100	61083.96	20.14744765	100	48050.22	26.0810975	100
Q9UHD9	UBQLN2	12806.89	33	100	14424.05	15	100	13795.15	23	100	15016.77	22	100	12187.42	24.2953362	100	14697.67	22.6648916	100
Q9UHF1	EGFL7	5468.09	20	100	3749.41	16	100	4417.79	27	100	3168.21	50	86	4466.11	48.84891819	66.66666667	3285.13	50.64414507	83.45864662
Q9UHG0	DCDC2			0	2306.03	27	27	2306.03	27	17	2964.39	45	93	4337.19	64.98124108	100	3129.12	52.00622724	93.98496241
Q9UHG2	PCSK1N	14671.71	28	100	72156.18	56	100	49801.11	85	100	93802.34	64	100	89280.87	61.94546958	100	93292.40	63.84020753	100
Q9UHG3	PCYOX1	106670.69	19	100	100502.76	17	100	102901.40	18	100	101838.00	14	100	101286.31	11.77606256	100	101775.78	14.08802642	100
Q9UHI5	SLC7A8	47088.30	16	100	28815.81	30	100	35921.78	34	100	45552.29	32	100	37353.55	33.90384709	93.33333333	44682.73	32.43713425	99.2481203
Q9UHI6	DDX20	7094.69	11	100	7060.09	15	100	7073.55	13	100	6009.09	12	100	6111.51	8.366643286	100	6020.64	11.26296123	100
Q9UHJ6	SHPK	32169.67	5	100	29833.60	17	100	30742.07	13	100	16911.74	28	100	16716.84	18.88294929	100	16889.76	26.81169118	100
Q9UHK6	AMACR	31469.95	22	100	26189.02	29	100	28242.71	27	100	26117.41	32	100	17941.45	30.86833782	100	25195.31	33.60881661	100
Q9UHL4	DPP7	70999.95	43	100	82736.66	85	100	78172.38	73	100	240674.82	32	100	254663.16	41.50881682	100	242252.45	33.10309035	100
Q9UHN1	POLG2	3792.32	23	100	4662.35	21	100	4324.01	23	100	4364.91	25	100	4495.82	41.74163483	100	4379.67	27.51729456	100
Q9UHN6	CEMIP2	4602.96	23	100	5475.24	21	100	5136.02	23	100	5933.30	25	100	6978.35	22.07272433	100	6051.16	25.17508073	100
Q9UHP3	USP25	3307.74	29	100	4333.50	16	100	3934.59	23	100	5567.23	16	100	5956.14	15.23152127	100	5611.09	15.73982878	100
Q9UHQ4	BCAP29	5141.49	18	100	6113.78	19	100	5735.67	20	100	6589.63	12	100	6835.15	14.90671637	100	6617.32	12.27331968	100
Q9UHQ9	CYB5R1	109236.35	13	100	85873.44	18	100	94959.01	20	100	123351.46	16	100	102645.18	15.0523185	100	121016.17	16.80505654	100
Q9UHR4	BAIAP2L1	2313.71	25	100	2166.74	34	100	2223.89	30	100	7803.09	39	100	11001.30	38.0719343	100	8163.79	41.18245888	100
Q9UHR5	SAP30BP	8374.68	12	100	9603.20	13	100	9125.44	14	100	6253.30	15	100	6737.46	14.8473472	100	6307.90	15.06662836	100
Q9UHR6	ZNHIT2	6802.68	17	100	5898.68	26	100	6250.24	23	100	6707.76	37	97	6850.24	29.22784175	100	6724.20	36.48368507	97.7443609
Q9UHV9	PFDN2	34378.28	24	100	42493.64	14	100	39337.66	20	100	35652.52	19	100	36822.98	13.96477099	100	35784.52	18.48954191	100
Q9UHW5	GPN3	3935.99	26	100	4759.22	22	100	4439.08	25	100	4862.19	21	100	4943.94	18.01470569	100	4871.41	20.36624561	100
Q9UHW9	SLC12A6	76632.90	21	100	75343.63	12	100	75845.01	16	100	84571.56	13	100	86872.46	11.8635812	100	84831.06	13.03874848	100
Q9UHX1	PUF60	40490.33	8	100	43928.48	9	100	42591.42	9	100	35706.99	9	100	35660.01	7.935468352	100	35701.69	9.146608252	100
Q9UHY1	NRBP1	12714.11	11	100	14634.97	13	100	13887.97	14	100	18031.43	12	100	17305.87	11.76713488	100	17949.60	11.7800696	100
Q9UHY7	ENOPH1	34706.66	15	100	29405.30	13	100	31466.94	16	100	31225.39	12	100	28295.61	11.21144876	100	30894.97	12.54771777	100
Q9UHY8	FEZ2	833.54	6	43	951.27	36	55	912.03	31	50	1178.87	32	56	1124.61	38.41468942	80	1170.52	33.04165618	58.64661654
Q9UI08	EVL	20250.41	33	100	17817.86	37	100	18763.85	34	100	2885.05	19	100	2460.99	26.34624608	100	2837.22	20.3887386	100
Q9UI09	NDUFA12	28229.23	28	100	32123.19	25	100	30608.87	26	100	40390.24	18	100	39062.01	15.13187347	100	40240.44	17.52998573	100
Q9UI10	EIF2B4	29747.38	12	100	31695.90	6	100	30938.14	9	100	37416.28	9	100	38756.29	8.040166966	100	37567.41	8.513371532	100
Q9UI12	ATP6V1H	70690.11	18	100	62368.07	24	100	65604.42	22	100	75074.15	16	100	56963.75	28.742804	100	73031.62	18.88562942	100
Q9UI14	RABAC1	4424.56	26	100	4576.17	18	100	4517.21	20	100	9868.41	17	100	9138.46	20.76060491	100	9786.09	17.26722864	100
Q9UI15	TAGLN3	64563.14	14	100	42890.52	27	100	51318.76	29	100	91448.50	27	100	66885.83	37.89116895	100	88678.28	28.93412365	100
